Type,Extent,Date,Image_URL,Description,Identifier,Creator,Publisher,Language,Location,Subject,Title
cartographic,"2 maps on 1 sheet : both sides, col. ; 46 x 56 cm. and 61 x 47 cm., sheet 63 x 59 cm., folded to 21 x 10 cm.",1942,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3850/g3850/ct001035r.gif,"""142.""/Selected buildings shown pictorially on city map./Title from panel./""Copyright, General Drafting Co., Inc.""/Includes text, indexes to points of interest, Alexandria inset, sector diagram, col. ill., and advertisement./Available also through the Library of Congress Web site as a raster image./LC copy torn along fold lines./DCP",http://hdl.loc.gov/loc.gmd/g3850.ct001035r/http://hdl.loc.gov/loc.gmd/g3850.ct001035v,General Drafting Company./Standard Oil Company.,"[New York?] : Standard Oil Company of New Jersey, [1942]",eng,Washington Metropolitan Area/Washington (D.C.),Roads--Washington Metropolitan Area--Maps/Washington (D.C.)--Maps/United States--District of Columbia--Washington,"Esso pictorial guide to Washington, D.C., and vicinity : 1942."
cartographic,10 maps : color ; 63 x 100 cm and 97 x 63 cm,1928,https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7001m/g7001sm/gct00411/cs000001.gif,"Series of 10 pictorial wall maps issued as posters to illustrate the military successes of the Red Army in the Russian Civil War of 1917-1922./Some maps cover the entire Soviet Union, some cover only the European U.S.S.R., some cover all of Europe, and others cover Eastern European countries adjacent to the Soviet Union./LC sheets imperfect: Annotated in lead-pencil to translate sheet titles to English./LC copy 1 sheets are laminated, mounted on cloth backing, folded; copy 2 sheets are flat, encapsulated./Accompanied by photocopied text: Boevoĭ putʹ Krasnoĭ Armiĭ 1917-1922 g.g., poi︠a︡snitelʹnyĭ tekst k serii plakatov ""Grazhdanskai︠a︡ voĭna"". 1928 (71 pages copied onto 40 sheets : statistical tables ; sheets 22 x 28 cm)./The maps variously include text, notes, quotations, local-region insets, and color illustrations of troop movements and national flags in the map content./""Glavlit A--995. Giz. 24581.""/Available also through the Library of Congress Web site as a raster image./2 copies",http://hdl.loc.gov/loc.gmd/g7001sm.gct00411,"De-Lazari, A. N. (Aleksandr Nikolaevich), 1880-, cartographer./Lesevit︠s︡kiĭ, N. N., cartographer./Gosudarstvennoe izdatelʹstvo (R.S.F.S.R.), publisher.","Moskva : Gosudarstvennoe izdatelʹstvo, Otdel voennoĭ literatury, 1928., Leningrad : Gosudarstvennoe izdatelʹstvo, Otdel voennoĭ literatury, 1928.",rus,,"Soviet Union--History--Revolution, 1917-1921--Campaigns--Maps/Soviet Union--History--Revolution, 1917-1921--Participation, Foreign--Maps/Soviet Union","Serii︠a︡ plakatov ""Grazhdanskai︠a︡"" voĭna v 10 listov : [Sovetskiĭ Soi︠u︡z i Vostochnai︠a︡ Evropa]"
cartographic,"4 maps : cloth, color ; each 125 x 86 cm",2016,https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif,"Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia./Relief shown pictorially./Title devised by cataloger./Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region./Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas./Available also through the Library of Congress Web site as a raster image./Gift; Judith A. Tyner; October 2016./undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov",http://hdl.loc.gov/loc.gmd/g8001e.ct007688a/http://hdl.loc.gov/loc.gmd/g8001e.ct007688b/http://hdl.loc.gov/loc.gmd/g8001e.ct007688c/http://hdl.loc.gov/loc.gmd/g8001e.ct007688d,,"[Laos] : [manufacturer not identified], [2016]",eng,Southeast Asia,Hmong (Asian People)--Southeast Asia--Social life and customs--Maps/Southeast Asia--Social life and customs--Maps/Ethnic embroidery--Southeast Asia--Maps/Folklore--Southeast Asia--Maps/Ethnology--Southeast Asia--Maps/Southeast Asia,[Hmong hand-stitched story cloth maps of mainland Southeast Asia]
cartographic,col. map on sheet 66 x 125 cm.,1902,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823b/ct003291.gif,"Scale ca. 1:200,000./Title supplied./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Shows Chinese Eastern Railroad built by Russians passing through Harbin. Also shows new immigrant settlements./Bird's-eye-view./Hummel purchase, 1934, no. 8./Available also through the Library of Congress Web site as a raster image./Previous call number: G7823.B5A5 1904 .B5 Vault/AACR2: 700",http://hdl.loc.gov/loc.gmd/g7823b.ct003291,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[After 1902],chi,"Bin Xian (Heilongjiang Sheng, China)","Bin Xian (Heilongjiang Sheng, China)--Maps/China--Heilongjiang Sheng--Bin Xian",[Binzhou ting xiang she quan tu]
cartographic,1 map ; 47 x 58 cm,1609 d1809,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3803/g3803o/la000536.gif,"Pictorial history map with drawings of early buildings/settlers/events and with names of early settlers/landowners./Relief shown pictorially./""Buildings marked * are standing in 1935.""/""Copyright Jan. 1, 1936.""/LC Land ownership maps, 536/Includes numerous historical notes in map area, inset of ""approximate location of original patents"", illustration (bust) of George Washington, illustration of ""Delaware Chief Cahoonzie"", 3 illustrations of Revolutionary War generals, and illustration of ""Orange County seal""./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3803o.la000536,"Peet, Annie Olmstead./Smith, Roscoe William, 1877-1976.","Monroe, N.Y. : Roscoe W. Smith, [1936], © 1936",eng,New York (State)--Orange County/Orange County (N.Y.),"Orange County (N.Y.)--History--Colonial period, ca. 1600-1775--Maps/Orange County (N.Y.)--History--1775-1865--Maps/Colonists--New York (State)--Orange County--Maps/Landowners--New York (State)--Orange County--Maps/Land grants--New York (State)--Orange County--Maps/United States--New York (State)--Orange County",Orange County before 1810
cartographic/collection,"52 maps in 32 folders in 1 drawer : some color, some photocopies ; various sizes.",1885,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:12:hi-012:hi-012-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show islands of Hawaii, as well as various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./LC Trails, 101, 116/Available also through the Library of Congress Web site as a raster image./HI-12-01 through HI-12-34.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-012/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-012,,"[Various places] : [various publishers], [from approximately 1885 to 1966]",eng,Hawaii/Kauai (Hawaii)/Kaʻū District (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Kauai (Hawaii)--Maps/Kaʻū District (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Kauai/United States--Hawaii--Kaʻū District,[Maps of Hawaii--islands I-K]
cartographic,"1 map ; 48 x 44 cm., on sheet 61 x 46 cm., folded to 23 x 11 cm.",1966,https://tile.loc.gov/storage-services/service/gmd/gmd374/g3742/g3742w/ct005513.gif,"Pictorial map./Relief shown pictorially and by spot heights./Title from panel./At lower left: Culverwell -- Ted Ray./Includes location map, notes, text, and ill./Text and ill. on verso./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3742w.ct005513,"United States. Forest Service. Eastern Region./Ray, Ted.","[Milwaukee, Wis.?] : Forest Service, Eastern Region, U.S. Dept. of Agriculture, [1966?]",eng,White Mountain National Forest (N.H. and Me.),White Mountain National Forest (N.H. and Me.)--Maps/United States--New Hampshire--White Mountain National Forest/United States--Maine--White Mountain National Forest,"White Mountain National Forest, New Hampshire, Maine"
cartographic,"4 maps and 4 diagrams on 8 sheets ; 41 x 89 cm or smaller, sheets 45 x 92 cm or smaller, folded to 23 x 14 cm, jointly in pocket envelope 24 x 15 cm",1950,https://tile.loc.gov/storage-services/service/gmd/gmd384m/g3841m/g3841pm/gct00485/cs000001.gif,"The maps show the proposed route for an automobile parkway following the Chesapeake & Ohio Canal between the Washington (D.C.) boundary and Cumberland (Md.)./Title from title page of accompanying text./In upper margin on all sheets: National Park Service./Statement of attribution at foot of title on the three 1:75,000-scale map sheets: Branch of Development, National Capital Parks, U.S. Department of the Interior./Additional statement of attribution in lower left margin on the 1:75,000-scale sheets: National Park Service, Branch of Development, History Division, National Capital Parks, Bureau of Public Roads./Each of the 1:75,000-scale maps includes several circular insets, a sheet assembly diagram, and pictorial illustrations in the map area./Accompanied by text booklet (81st Congress, 2d Session--House Document No. 687): Chesapeake & Ohio Canal report--Letter from Assistant Secretary of the Interior (x, 87 pages : illustrations, tables, diagrams; 24 cm)./Available also through the Library of Congress Web site as a raster image./In lower margin on all sheets: 71542 O - 50.",http://hdl.loc.gov/loc.gmd/g3841pm.gct00485,"United States. National Park Service, cartographer./National Capital Parks Service, cartographer./United States. Bureau of Public Roads, cartographer./United States. Government Printing Office, publisher.","Washington [D.C.] : United States Government Printing Office, 1950., [Washington, D.C.] : NCP [National Capital Parks], [1950]",eng,Maryland,"Parkways--Maryland--Planning--Maps/Highway planning--Maryland--Maps/Chesapeake and Ohio Canal (Md. and Washington, D.C.)--Maps/United States--Maryland/United States--Maryland--Chesapeake and Ohio Canal",Chesapeake & Ohio Canal report
cartographic,col. map 89 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824l/ct003306.gif,"Scale ca. 1:25,000./Labels pasted on to show physical features./Cover title./Manuscript on silk./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Available also through the Library of Congress Web site as a raster image./Includes text./Hummel purchase 1934, no. 28./Previous call number: G7824.L88C3 1767 .L8 Vault Shelf/AACR2",http://hdl.loc.gov/loc.gmd/g7824l.ct003306,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,"China--Luoyang (Henan Sheng)/Luoyang (Henan Sheng, China)","Rivers--China--Luoyang (Henan Sheng)--Maps/Luoyang (Henan Sheng, China)--Maps/China--Henan Sheng--Luoyang",Luoyang Xian he tu.
cartographic,"1 map ; on sheet 15 x 112 cm., folded in cover 15 x 9 cm.",1765,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824h/ct003399.gif,"Covers from Anlan Yuan of Haining Zhou in Zhejiang Sheng to Jian Shan in the east coast. The road is ca. 81 kilometers in length./Shows section of road in Haining Zhou, possibly constructed in Ming Dynasty and repaired in Qing Dynasty./Pictorial map./Wood block print./Includes text./Available also through the Library of Congress Web site as a raster image./Previous call number: G7824.H14 1772 .A5 Vault",http://hdl.loc.gov/loc.gmd/g7824h.ct003399,,"[China : s.n.], Qing Qianlong 30-37 nian [1765-1780]",chi,Haining Shi (China),Haining Shi (China)--Maps/China--Haining Shi,Anlanyuan zhi Jianshan qi zuo dao li tu shuo : di san zhan.
cartographic,"1 map : ms., col. ; on sheet 23 x 382 cm. folded in cover 23 x 11 cm.",1855,https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7822m/g7822gm/gct00247/ca000001.gif,"Cover title./Pen-and-ink and watercolor./Relief shown pictorially./Pictorial map./Shows the evaluation of the water control system on the Grand Canal in Shandong Province./Available also through the Library of Congress Web site as a raster image./Includes text./Gift; Arthur William Hummel; 1962, no. 11./Prev. call no.: G7822.G7N22 1882 .S5 Vault Shelf/AACR2: 650/1; 650/2",http://hdl.loc.gov/loc.gmd/g7822gm.gct00247,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1855 and 1866],chi,China--Grand Canal/Grand Canal (China),Flood control--China--Grand Canal--Maps/Grand Canal (China)--Maps/China--Grand Canal,Shandong tong sheng Yunhe qing xing quan tu.
cartographic,1 map : color ; 39 x 57 cm,1911,https://tile.loc.gov/storage-services/service/gmd/gmd8/g8263/g8263t/pm020555.gif,"""1° Novembre 1911.""/Includes text, shows troop position by oversize Italian and Turkish flags./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/g8263t.pm020555,"Stabilimento d'Arti Grafiche L. Teodoro & Frigè, cartographer.","Milano : dello Stabilimento d'Arti Grafiche L. Teodoro & Frigè, [1911]",ita,Ṭarābulus (Libya : Province)/Cyrenaica (Libya),"Turco-Italian War, 1911-1912--Maps/Ṭarābulus (Libya : Province)--History--Maps/Cyrenaica (Libya)--History--Maps/Libya--Cyrenaica/Libya--Ṭarābulus/Libya",Il tricolore Italiano in Tripolitania e Cirenacia : diario illustrato della guerra Italo-Turca .
cartographic,col. map 90 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823y/ct003376.gif,"Scale ca. 1:25,000./Shows rivers in Yanshi Xian, Henan Province./Cover title./Labels pasted on to show physical features./Manuscript on silk./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Available also through the Library of Congress Web site as a raster image./Includes text./Hummel purchase 1934, no. 23./Previous call number: G7823.Y4C3 1767 .Y4 Vault Shelf/AACR2",http://hdl.loc.gov/loc.gmd/g7823y.ct003376,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Yanshi Xian/Yanshi Xian (China),Rivers--China--Yanshi Xian--Maps/Yanshi Xian (China)--Maps/China--Yanshi Xian,Yanshi Xian he tu.
cartographic,col. map on sheet 97 x 64 cm.,1975,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3852/g3852n/ct005167.gif,"Oriented with north toward the lower left./Bird's-eye view./""Based on Zoo master plan for 1976.""/Available also through the Library of Congress Web site as a raster image./DCP/AACR2",http://hdl.loc.gov/loc.gmd/g3852n.ct005167,"Frost, Hugh./Little People Press.","[Annandale, Va.] Little People Press, c1975.",eng/engspa,,National Zoological Park (U.S.)--Maps/United States--District of Columbia--Washington,"New zoo map, National Zoological Park, Washington, D.C. Nuevo mapa del zoologico."
cartographic,col. map 80 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823h/ct003305a.gif,"Scale ca. 1:180,000./Cover title./Manuscript on silk./Relief shown pictorially./Labels pasted on to show physical features./Oriented with north to the bottom./Pictorial map./Hummel purchase 1934, no. 20./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7823.H33C3 1767 .H3 Vault Shelf/AACR2",http://hdl.loc.gov/loc.gmd/g7823h.ct003305a/http://hdl.loc.gov/loc.gmd/g7823h.ct003305b,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Henan Sheng/Henan Sheng (China),Rivers--China--Henan Sheng--Maps/Henan Sheng (China)--Maps/China--Henan Sheng,Henan Fu he tu.
cartographic,"1 map and 4 views : hand col. ; 41 x 54 cm. or smaller, on sheets ca. 51 x 64 cm. or smaller.",158509 d158607,https://tile.loc.gov/storage-services/service/gmd/gmd3m/g3291m/g3291sm/grb00002/ca000001r.gif,"The first engraving is a map of Drake's voyage [showing Europe, western Africa, northern South America, and eastern North America]; the four other engravings consist of bird's-eye battle plan views of the cities of Santiago, Santo Domingo, Cartagena, and St. Augustine, Florida./4 bird's-eye views and 1 map./Relief shown pictorially on bird's-eye views./Voyage map in English; city maps in Latin./Title supplied by cataloger./Map and views created to illustrate Bigges' and Croftes' Summarie and true discourse of Sir Frances Drake's West Indian voyage, 1589./Provenance: Gift of Jay I. Kislak Foundation./Orientation varies./Kraus, H.P. Sir Francis Drake, p. 121-7/Available also through the Library of Congress Web site as a raster image./Includes hand col. ill./Select features alphabetically indexed on bird's-eye views, views not accompanied by index key./""The verso of each sheet is numbered in ink in an identical early hand ""1 [through] 5"" in the following sequence: 1. 'Voyadge', 2. S. Domingo, 3. Cartagena, 4. S. Augustine, 5. Santiago.""--Auction catalog./All sheets vertically fold-lined at center./Kislak accession no. 1991.322.01.0003/Kislak accession no. 1991.322.02.0003/Kislak accession no. 1991.322.03.0003/Kislak accession no. 1991.322.04.0003/Kislak accession no. 1991.322.05.0003/Former call number: G3934.S2 1589 .B6/G3934.S2 1589 .B6 Copy 1 previously shelved under: G3934.S2 1589 .W4 Copy 1. he01 2009-05-04.",http://hdl.loc.gov/loc.gmd/g3291sm.grb00002/http://hdl.loc.gov/loc.gmd/g3934s.ct000068,"Boazio, Baptista./Bigges, Walter, -1586./Croftes, Lieutenant./Jay I. Kislak Collection (Library of Congress)/Hans and Hanni Kraus Sir Francis Drake Collection (Library of Congress)","[London? : s.n., 1589]",lat/eng,West Indies/Western Hemisphere/São Tiago Island (Cabo Verde)/Santo Domingo (Dominican Republic)/Cartagena (Colombia)/Saint Augustine (Fla.)/Great Britain,"Drake, Francis,--approximately 1540-1596--Travel--West Indies/West Indies Expedition, 1585-1586/Western Hemisphere--Discovery and exploration--Maps--Early works to 1800/São Tiago Island (Cabo Verde)--Aerial views--Early works to 1800/Santo Domingo (Dominican Republic)--Aerial views--Early works to 1800/Cartagena (Colombia)--Aerial views--Early works to 1800/Saint Augustine (Fla.)--Aerial views--Early works to 1800/Great Britain--History, Naval--Tudors, 1485-1603--Maps--Early works to 1800/Western Hemisphere/Cabo Verde--São Tiago Island/Dominican Republic--Santo Dominigo/United States--Florida--Saint Augustine/Colombia--Cartagena","[Map and views illustrating Sir Francis Drake's West Indian voyage, 1585-6]."
cartographic,4 col. maps 55 x 104 cm. or smaller on scroll 55 x 585 cm.,1697,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7801/g7801r/ct002202a.gif,"Scales differ./Manuscript on silk./Relief shown pictorially./Pictorial map./Bird's-eye view./Covers four frontier regions of the Manchu Dynasty, Aihun area, a military colony since the middle of the 17th century on the north banks of the Amur, Russian camp in eastern Siberia, Taiwan and Pescadores Islands, and Inner Mongolia./Available also through the Library of Congress Web site as a raster image./Shows military installations and defenses in Aihun (Which is now a district in Heihe Shi, Heilongjiang Sheng), Russian camp in eastern Siberia, Taiwan and Inner Mongolia./Hummel purchase 1930, no. 6./AACR2",http://hdl.loc.gov/loc.gmd/g7801r.ct002202a/http://hdl.loc.gov/loc.gmd/g7801r.ct002202b/http://hdl.loc.gov/loc.gmd/g7801r.ct002202c/http://hdl.loc.gov/loc.gmd/g7801r.ct002202d,,[Between 1697 and 1722],chi,"East Asia/Heihe Shi (China)/Siberia, Eastern (Russia)/Taiwan/Inner Mongolia (China)","Fortification--East Asia--Maps--Early works to 1800/Heihe Shi (China)--Maps--Early works to 1800/Siberia, Eastern (Russia)--Maps--Early works to 1800/Taiwan--Maps--Early works to 1800/Inner Mongolia (China)--Maps--Early works to 1800/East Asia/China--Heihe Shi/Russia--Siberia, Eastern/China--Inner Mongolia/Taiwan","[Aihun, Luosha, Taiwan, Nei Menggu tu]"
cartographic/collection,"43 map sheets in 39 folders in 1 drawer : some color, some photocopies ; various sizes",1857,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:65:ks-065:ks-065-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas cities and towns, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-065,,"[Various places] : [various publishers], [from approximately 1857 to 1959]",eng,Kansas/Topeka (Kan.),Cities and towns--Kansas--Maps/Landowners--Kansas--Maps/Topeka (Kan.)--Maps/United States--Kansas,[Maps of Kansas--cities and towns Se-Topeka 1882-1951
cartographic/collection,"31 maps in 23 folders in 1 drawer : some color, some photocopies ; various sizes.",1878,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps also show various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image./HI-13-02 through HI-13-23.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-013/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-013,,"[Various places] : [various publishers], [from approximately 1878 to 1969]",eng,Hawaii/Lanai (Hawaii)/Maui (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Lanai (Hawaii)--Maps/Maui (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Lanai/United States--Hawaii--Maui,[Maps of Hawaii--islands La--Maui to 1905]
cartographic/collection,"33 map sheets in 26 folders in 1 drawer : some color, some photocopies ; various sizes",1932,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-050/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-050,,"[Various places] : [various publishers], [1932-1965]",eng,Yosemite National Park (Calif.),Yosemite National Park (Calif.)--Maps/United States--California,[Maps of California--various subjects parks Yosemite 1932-1965]
cartographic,1 map : col. ; 69 x 97 cm.,1919,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/ct004563.gif,"F35114 U.S. Copyright Office/Major buildings shown pictorially./English and Spanish./Alternate title at lower left: Mapa foto-pictórico de la parte central de Washington / por Emilio L. Scharf, Ph.D./""Publisht [sic] in English, Spanish, German and French.""/Some maps have streets colored in red. Others have them uncolored./Includes notes and index to points of interest./LC copy 2 halved and mounted on cloth backing./Available also through the Library of Congress Web site as a raster image./2 copies/DCP",http://hdl.loc.gov/loc.gmd/g3851a.ct004563,"Scharf, Emilio L.","Washington, D.C. : E.L. Scharf, c1919",eng/engspa,Washington (D.C.),Washington (D.C.)--Maps/Buildings--Washington (D.C.)--Maps/Central business districts--Washington (D.C.)--Maps/United States--District of Columbia--Washington,Scharf's International pictorial map of central Washington.
cartographic,"4 maps : cloth, color ; each 125 x 86 cm",2016,https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif,"Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia./Relief shown pictorially./Title devised by cataloger./Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region./Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas./Available also through the Library of Congress Web site as a raster image./Gift; Judith A. Tyner; October 2016./undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov",http://hdl.loc.gov/loc.gmd/g8001e.ct007688a/http://hdl.loc.gov/loc.gmd/g8001e.ct007688b/http://hdl.loc.gov/loc.gmd/g8001e.ct007688c/http://hdl.loc.gov/loc.gmd/g8001e.ct007688d,,"[Laos] : [manufacturer not identified], [2016]",eng,Southeast Asia,Hmong (Asian People)--Southeast Asia--Social life and customs--Maps/Southeast Asia--Social life and customs--Maps/Ethnic embroidery--Southeast Asia--Maps/Folklore--Southeast Asia--Maps/Ethnology--Southeast Asia--Maps/Southeast Asia,[Hmong hand-stitched story cloth maps of mainland Southeast Asia]
cartographic,col. map 39 x 279 cm. on scroll.,1875,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822y/ct003438.gif,"Scale not given./Unfinished manuscript./Pictorial map./Shows flood control system./Relief shown pictorially./Hummel purchase 1930, no. 24./Available also through the Library of Congress Web site as a raster image./AACR2: 650/1; 651/2; 650/3",http://hdl.loc.gov/loc.gmd/g7822y.ct003438,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[1875?],chi,China--Yellow River/Yellow River (China),Flood control--China--Yellow River--Maps/Yellow River (China)--Maps/China--Yellow River,[Yu sheng Huang He nan an di ba gong cheng tu].
cartographic,"1 map : col. ; 36 x 61 cm., on sheet 49 x 65 cm.",1190 d1199,https://tile.loc.gov/storage-services/service/gmd/gmd5/g5752/g5752s/ct003531.gif,"Pictorial folkloric map showing various legendary adventures of Robin Hood who was possibly a real person born ca. 1160./Includes notes, col. ill. in map area, additional col. ill. in 6 shield-shaped cartouches, and panoramic col. ill. of ""The Royal Archery Contest at Finsbury Fields"" at top./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/g5752s.ct003531,"Henry, Everett/Harris-Seybold Company","Cleveland : Harris-Seybold Company, c1955.",eng,England--Sherwood Forest/Sherwood Forest (England),"Folklore--England--Sherwood Forest--Maps/Robin Hood--(Legendary character)--Maps/Sherwood Forest (England)--Maps, Pictorial/England--Sherwood Forest",Here took place the adventures of Robin Hood and his merry men : from tales of Sherwood Forest
cartographic,"1 map : hand colored, mounted on cloth backing ; 42 x 84 cm",1854 d1954,https://tile.loc.gov/storage-services/service/gmd/gmd419/g4191/g4191s/ct007703.gif,"Relief shown pictorially./Pictorial map showing the Mormon, Oregon, Ox Bow, and California trails; routes of the Lewis & Clark, Mallet Brothers and Long expeditions; and historical sites./""This map prepared courtesy of the First National Bank of Omaha, the oldest national bank from Omaha West.""/Includes text, index to historic sites, inset of ""Territory of Nebraska, showing original boundaries as created in 1854"" with note, and color illustrations./LC copy has rubber-stamped with number ""313-A"" in lower left margin./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g4191s.ct007703,"Clarke, Walter F., cartographer./First National Bank (Omaha, Neb.), contributor./Nebraska State Historical Society, contributor.","[Omaha, Nebraska] : [publication not identified], [1954?], [Omaha, Nebraska] : Reproduced by Epsen Litho-Omaha, [1954?]",eng,Nebraska,"Nebraska--Historical geography--Maps/Historic sites--Nebraska--Maps/Nebraska--Centennial celebrations, etc.--Maps/United States--Nebraska","Nebraska Territory, May 1854 : Nebraska centennial, 1854-1954 : this map is the Nebraska section of the Nebraska Territory established May 1854 : authenticated by the Nebraska State Historical Society"
