other_title,format,medium,date,contents,image_url,related_items,notes,repository,digital_id,contributors,source_collection,created_published,language,location,subjects,title,call_number,summary,genre,number_former_id,access_advisory
,['cartographic'],['1 map ; 26 x 33 cm.'],1828,,"['https://tile.loc.gov/storage-services/service/gmd/gmd370/g3701/g3701a/ct003947.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd370/g3701/g3701a/ct003947.gif#h=150&w=180', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd370:g3701:g3701a:ct003947/full/pct:12.5/0/default.jpg#h=433&w=521', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd370:g3701:g3701a:ct003947/full/pct:25/0/default.jpg#h=866&w=1042']",,"['At lower right: Atlantic Souvenir for 1829.', 'Available also through the Library of Congress Web site as a raster image.', 'Vendor: Bernard J. Shapero Books (London)', 'Acquisitions control no. 2007-228']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g3701a.ct003947'],"['Imbert, Anthony, 1794 or 1795-1834.']",,"N[ew] Y[ork] : Lithography of Imbert, [1828?]",['eng'],['United States'],"['United States--Maps', 'United States--Territorial expansion--Maps', 'Indians of North America--History--Maps', 'United States']","A new map of the United States with the additional territories : on an improved plan, exhibiting a view of the Rocky Mountains surveyed by a company of Winebago [i.e. Winnebago] Indians in 1828.",['G3701.A6 1828 .N4'],,['Pictorial maps'],"['https://www.loc.gov/item/2008622050', 'https://www.loc.gov/item/14889975']",
"['Alternate supplied title: Pennsylvania title collection--Pittsburgh subjects Pl--Roads', 'Alternate supplied title: Pennsylvania title collection--drawer 184']","['cartographic', 'collection']","['118 map sheets in 56 folders in 1 drawer : some color, some photocopies ; various sizes']",1898,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-1:84:pa-184:pa-184-00001/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-1:84:pa-184:pa-184-00001/full/pct:12.5/0/default.jpg#h=591&w=400', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-1:84:pa-184:pa-184-00001/full/pct:25/0/default.jpg#h=1182&w=801']",,"['This record covers single maps of Pittsburgh showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.pa-184'],,,"[Various places] : [various publishers], [approximately 1898-1966]",['eng'],"['Pennsylvania--Pittsburgh Metropolitan Area', 'Pittsburgh (Pa.)']","['Roads--Pennsylvania--Pittsburgh Metropolitan Area--Maps', 'Pittsburgh (Pa.)--Maps', 'United States--Pennsylvania']",[Maps of Pennsylvania--Pittsburgh subjects Pl--Roads],['G3824.P6 coll .M3 drawer 184'],,"['Maps', 'Pictorial maps', 'Road maps']",,
,['cartographic'],"['4 maps : cloth, color ; each 125 x 86 cm']",2016,['Story cloth map 1 -- Story cloth map 2 -- Story cloth map 3 -- Story cloth map 4 [with story].'],"['https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif#h=150&w=105', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:12.5/0/default.jpg#h=1830&w=1280', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:25/0/default.jpg#h=3660&w=2561']",,"['Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia.', 'Relief shown pictorially.', 'Title devised by cataloger.', 'Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region.', 'Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas.', 'Available also through the Library of Congress Web site as a raster image.', 'Gift; Judith A. Tyner; October 2016.', 'undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g8001e.ct007688a', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688b', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688c', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688d']",,,"[Laos] : [manufacturer not identified], [2016]",['eng'],['Southeast Asia'],"['Hmong (Asian People)--Southeast Asia--Social life and customs--Maps', 'Southeast Asia--Social life and customs--Maps', 'Ethnic embroidery--Southeast Asia--Maps', 'Folklore--Southeast Asia--Maps', 'Ethnology--Southeast Asia--Maps', 'Southeast Asia']",[Hmong hand-stitched story cloth maps of mainland Southeast Asia],['G8001.E1 2016 .H5'],,"['Maps', 'Pictorial maps']","['https://www.loc.gov/item/2016588605', 'https://www.loc.gov/item/19358923']",
"['鞏縣河圖.', 'Map of the river systems in Gong County']",['cartographic'],['col. map 90 x 90 cm. fold. in cover 32 x 16 cm.'],1734,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823g/ct003370.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823g/ct003370.gif#h=151&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7823:g7823g:ct003370/full/pct:12.5/0/default.jpg#h=1358&w=1346', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7823:g7823g:ct003370/full/pct:25/0/default.jpg#h=2716&w=2692']",,"['Scale ca. 1:25,000.', 'Cover title.', 'Labels pasted on to show physical features.', 'Manuscript on silk.', 'Imperfect: text incomplete.', 'Oriented with north to the bottom.', 'Relief shown pictorially.', 'Pictorial map.', 'Available also through the Library of Congress Web site as a raster image.', 'Includes incomplete text.', 'Hummel purchase 1934, no. 21.', 'Previous call number: G7823.G6C3 1767 .G6 Vault Shelf', 'AACR2']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g7823g.ct003370'],"['Hummel, Arthur W. (Arthur William), Sr., 1884-1975.']",,[Between 1734 and 1779],['chi'],"['China--Gong Xian (Henan Sheng)', 'Gong Xian (Henan Sheng, China)']","['Rivers--China--Gong Xian (Henan Sheng)--Maps', 'Gong Xian (Henan Sheng, China)--Maps', 'China--Henan Sheng--Gong Xian']",Gong Xian he tu.,['G7823.G6C3 1779 .G6'],,"['Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/gm71005048', 'https://www.loc.gov/item/5403619']",
,['cartographic'],['1 map ; 41 x 22 cm.'],1914,,"['https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851e/ct004633.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851e/ct004633.gif#h=150&w=83', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851e:ct004633/full/pct:12.5/0/default.jpg#h=656&w=364', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851e:ct004633/full/pct:25/0/default.jpg#h=1313&w=729']",,"['F24620 U.S. Copyright Office', 'Covers central Washington and adjacent part of Arlington (Va.).', 'Selected points of interest shown pictorially.', 'Includes notes and ill.', 'LC copy laminated and mounted on cloth backing.', 'Available also through the Library of Congress Web site as a raster image.', 'DCP']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g3851e.ct004633'],['Capital Sight-Seeing Co.'],,"[Washington?] : Capital Sight-Seeing Co., c1914.",['eng'],['Washington (D.C.)'],"['Washington (D.C.)--Maps', 'United States--District of Columbia--Washington']","Pictorial map of Washington, D.C.",['G3851.E635 1914 .C3'],,"['Pictorial maps', 'Tourist maps']","['https://www.loc.gov/item/87693425', 'https://www.loc.gov/item/5497191']",
,['cartographic'],"['1 map ; 21 x 38 cm., folded in cover 21 x 11 cm. + 1 text (14 p. : ill. ; 21 cm.)']",1914,,"['https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851e/ct004632.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851e/ct004632.gif#h=80&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851e:ct004632/full/pct:12.5/0/default.jpg#h=980&w=1834', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851e:ct004632/full/pct:25/0/default.jpg#h=1960&w=3669']",,"['Selected points of interest shown pictorially.', 'Covers city center.', 'Cover title: Free map and guide to Washington : see Washington right.', '""Copyright, 1914, by J.F. Jarvis.""', 'Timetable correction slip tipped into accompanying text.', 'Text, directories, and ill. on verso.', 'Available also through the Library of Congress Web site as a raster image.', 'DCP']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g3851e.ct004632'],"['Jarvis, J. F. (John F.), 1850-', 'Royal Blue Line Company.']",,"Washington, D.C. : The Company, c1914.",['eng'],['Washington (D.C.)'],"['Washington (D.C.)--Maps', 'Central business districts--Washington (D.C.)--Maps', 'United States--District of Columbia--Washington']",Pictorial map of Washington,['G3851.E635 1914 .J3'],,"['Pictorial maps', 'Tourist maps']","['https://www.loc.gov/item/87693433', 'https://www.loc.gov/item/5497199']",
"['Alternate supplied title: California title collection drawer 53', 'Alternate supplied title: California title collection--various subjects Physical 1941-1963']","['cartographic', 'collection']","['27 map sheets in 20 folders in 1 drawer : some color, some photocopies ; various sizes']",1941,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:53:ca-053:ca-053-13-01/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:53:ca-053:ca-053-13-01/full/pct:12.5/0/default.jpg#h=917&w=1628', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:53:ca-053:ca-053-13-01/full/pct:25/0/default.jpg#h=1835&w=3256']",,"['This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-053', 'https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-053']",,,"[Various places] : [various publishers], [1941-1963]",['eng'],['California'],"['California--Maps', 'United States--California']",[Maps of California--various subjects Physical 1941-1963],['G4361.C1 coll .M3 drawer 53'],,"['Maps', 'Physical maps', 'Pictorial maps', 'Views']",,
"['Alternate supplied title: California title collection--drawer 12', 'Alternate supplied title: California title collection--general 1931-1949']","['cartographic', 'collection']","['39 map sheets in 23 folders in 1 drawer : some color, some photocopies ; various sizes']",1931,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:12:ca-012:ca-012-08-01/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:12:ca-012:ca-012-08-01/full/pct:12.5/0/default.jpg#h=1845&w=1525', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:12:ca-012:ca-012-08-01/full/pct:25/0/default.jpg#h=3691&w=3050']",,"['This record covers single maps of California, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-012', 'https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-012']",,,"[Various places] : [various publishers], [1931-1949]",['eng'],['California'],"['California--Maps', 'United States--California']","[Maps of California, from 1931-1949]",['G4360 coll .M3 drawer 12'],,"['Maps', 'Pictorial maps']",,
,['cartographic'],['1 online resource.'],1582,,"['https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:3.125/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:3.125/0/default.jpg#h=288&w=394', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:6.25/0/default.jpg#h=577&w=789', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:12.5/0/default.jpg#h=1154&w=1579', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:25/0/default.jpg#h=2308&w=3158', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:50/0/default.jpg#h=4617&w=6317', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:40:7:wdl_00407:txu-oclc-34022876-jgi-25-13-map/full/pct:100/0/default.jpg#h=9234&w=12634']",,"['Title devised, in English, by Library staff.', 'Original resource extent: 56.5 x 76 centimeters.', 'Original resource at: University of Texas Libraries.', 'Content in Guerrero Nahuatl and Spanish.', 'Description based on data extracted from World Digital Library, which may be extracted from partner institutions.']",,['https://hdl.loc.gov/loc.wdl/wdl.407'],,"['Relaciones Geográficas of Mexico and Guatemala, 1577-1585, Joaquín García Icazbalceta Manuscript Collection']","[place of publication not identified] : [publisher not identified], 1582-03-07.","['nah', 'spa']",,"['Mexico--Guerrero--Zumpango del Río', '1582', 'Art, Mexican', 'Aztec art', 'Manuscript maps', 'New Spain', 'Pictorial maps', 'Spain--Colonies']","Muchitlan, Tlaxcala, Mexico.",,"['This map from Zumpango del Río in the present-day state of Guerrero, Mexico, is from the Relaciones Geográficas collection in the Benson Latin American Collection at the University of Texas at Austin. Dating from between 1578 and 1586, the Relaciones Geográficas are responses to a questionnaire initiated by the Spanish crown in 1577, requesting information about Spanish-held territories in the Americas. The questionnaires covered such topics as demographics, political administration, languages spoken, physical terrain, and vegetation. The crown received 191 responses to these questionnaires. Of the 167 responses known to exist, 43 are in the Benson Latin American Collection. The others are held at the Archivo General de Indias, Seville, and the Real Academia de la Historia, Madrid. The relaciones contain important historical, cultural, and geographical information about New Spain during the 16th century. Many of the questionnaires are accompanied by maps and pictures. These both convey information about such topics as the colonial economy and the spread of European religion in New Spain and are artifacts for the study of the history of Latin American art and manuscript painting. This map, dated March 7, 1582, has glosses in Nahuatl, the language of the Aztecs, Spanish, and native pictorial language.']",,,
,['cartographic'],"['2 maps on 1 sheet : both sides, col. ; 46 x 56 cm. and 61 x 47 cm., sheet 63 x 59 cm., folded to 21 x 10 cm.']",1942,"[""Esso pictorial map of Washington, our nation's capital -- Happy motoring in Washington and vicinity.""]","['https://tile.loc.gov/storage-services/service/gmd/gmd385/g3850/g3850/ct001035r.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd385/g3850/g3850/ct001035r.gif#h=161&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3850:g3850:ct001035r/full/pct:12.5/0/default.jpg#h=922&w=856', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3850:g3850:ct001035r/full/pct:25/0/default.jpg#h=1844&w=1713']",,"['""142.""', 'Selected buildings shown pictorially on city map.', 'Title from panel.', '""Copyright, General Drafting Co., Inc.""', 'Includes text, indexes to points of interest, Alexandria inset, sector diagram, col. ill., and advertisement.', 'Available also through the Library of Congress Web site as a raster image.', 'LC copy torn along fold lines.', 'DCP']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g3850.ct001035r', 'http://hdl.loc.gov/loc.gmd/g3850.ct001035v']","['General Drafting Company.', 'Standard Oil Company.']",,"[New York?] : Standard Oil Company of New Jersey, [1942]",['eng'],"['Washington Metropolitan Area', 'Washington (D.C.)']","['Roads--Washington Metropolitan Area--Maps', 'Washington (D.C.)--Maps', 'United States--District of Columbia--Washington']","Esso pictorial guide to Washington, D.C., and vicinity : 1942.",['G3850 1942 .G4'],,"['Pictorial maps', 'Road maps', 'Tourist maps']","['https://www.loc.gov/item/87693375', 'https://www.loc.gov/item/5497144']",
,['cartographic'],['1 online resource.'],1550,,"['https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:1.5625/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:1.5625/0/default.jpg#h=194&w=284', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:3.125/0/default.jpg#h=388&w=568', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:6.25/0/default.jpg#h=777&w=1136', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:12.5/0/default.jpg#h=1554&w=2273', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:25/0/default.jpg#h=3108&w=4547', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:50/0/default.jpg#h=6216&w=9094', 'https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:50:3:wdl_00503:4289/full/pct:100/0/default.jpg#h=12432&w=18188']",,"['Title devised, in English, by Library staff.', 'Original resource extent: 1 map, 75 x 144 centimeters, hand-painting on two joined pieces of parchment.', 'Original resource at: Uppsala University Library.', 'Content in Latin and Classical Nahuatl and Spanish.', 'Description based on data extracted from World Digital Library, which may be extracted from partner institutions.']",,['https://hdl.loc.gov/loc.wdl/wdl.503'],,['World History'],"[place of publication not identified] : [publisher not identified], 1550.","['lat', 'nah', 'spa']",,"['Mexico--Distrito Federal--Mexico City', '1521', 'Animals', 'Art, Mexican', 'Aztec art', 'Aztecs', 'Indians of Mexico', 'Indigenous peoples', 'Manners and customs', 'Manuscript maps', 'Pictorial maps', 'Plants', 'Spain--Colonies', 'Topographic maps']","Tenochtitlán, 1521.",,"['This topographical map of Mexico City and its surroundings dates from around 1550, some three decades after the conquest of the Aztec capital of Tenochtitlán by Hernán Cortés in 1521. Tenochtitlán was founded in the 14th century on an island in the salt lake of Texcoco. Upon occupying the city, the Spanish pulled down its central parts and replaced the Aztec temples with buildings constructed in the Spanish style, but they left the street layout virtually intact. The map shows the new buildings. The cathedral (Iglesia Major) is in the center of the map, next to the square that today is the Plaza de la Constitución. Part of the dedication to Emperor Charles V can be seen in the lower right-hand corner, along with parts of the name Santa Cruz, which is why the royal cosmographer in Seville, Alfonso de Santa Cruz (1505--67), long was thought to have been the cartographer. Later research indicates that the map was painted by a person from Tenochtitlán/Mexico City, probably an Aztec with European schooling. It is known that Santa Cruz never visited Mexico, and the construction and content of the map suggest that its maker was very familiar with the place and its inhabitants. The symbols on the map (heads, animals, rings, stars, and so forth) represent place-names in Nahuatl, the language of the Aztecs. The map contains information about social and working life and animals and plants, thus providing both a geographical description and a rich picture of everyday life in 16th-century Mexico City. The frame consists of ornamental foliage painted in blue on a red background. Roads and canals are marked in brown and light blue. How the map came to Sweden is not known. One theory is that Swedish linguist and traveler Johan Gabriel Sparwenfeld purchased it during his stay in Spain in the late 17th century and that it later was donated to the Uppsala University Library.']",,,
"['山東省黄河圖.', 'Map of the Yellow River in Shandong Province']",['cartographic'],['col. map 49 x 85 cm. on scroll.'],1881,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822y/ct003303.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822y/ct003303.gif#h=150&w=534', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822y:ct003303/full/pct:12.5/0/default.jpg#h=770&w=2744', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822y:ct003303/full/pct:25/0/default.jpg#h=1541&w=5488']",,"['Scale not given.', 'Title pasted on verso.', 'Relief shown pictorially.', 'Pictorial map.', 'Brush-and-ink and watercolor.', 'Shows the course of the Yellow River from Shouzhang Xian and Yanggu Xian to the sea in Lijin Xian, Shandong Province.', 'Available also through the Library of Congress Web site as a raster image.', 'Hummel purchase 1930, no. 22.', 'Previous call number: G7822.Y4A5 1899 .S5 Vault Shelf', 'AACR2: 651/1; 650/2']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g7822y.ct003303'],"['Hummel, Arthur W. (Arthur William), Sr., 1884-1975.']",,[After 1881],['chi'],['Yellow River (China)'],"['Yellow River (China)--Maps', 'China--Yellow River']",Shandong Sheng Huang He tu.,['G7822.Y4A5 1881 .S5'],,"['Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/gm71005026', 'https://www.loc.gov/item/5403597']",
"['東海道分間絵図 /', 'Tōkaidō bunken emaki']",['cartographic'],"['1 map on 2 sheets : ms., col., mounted on 2 scrolls ; 3,575 x 26 cm., sheets 1,722 x 26 cm. and 1,853 x 26 cm.']",17uu,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7964m/g7964tm/gct00271a/ca000001.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7964m/g7964tm/gct00271a/ca000001.gif#h=150&w=822', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7m:g7964m:g7964tm:gct00271a:ca000001/full/pct:12.5/0/default.jpg#h=379&w=2079', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7m:g7964m:g7964tm:gct00271a:ca000001/full/pct:25/0/default.jpg#h=759&w=4159']",,"['Shows road between Edo (Tokyo) to Kyoto.', '""1-bu o motte 1-chō ni ateru.""', 'Pictorial map.', 'Relief shown pictorially.', 'Title from title piece mounted on scroll.', 'Pen-and-ink and watercolor.', 'Orientation varies.', 'Worm holes in the map.', 'Stamped on: Kantōkaku [?]; possibly owned by Matsudaira Yorihiro, 1703-1763.', 'Not listed in Kokusho sōmokuroku and Kotenseki sōgō mokuroku; Kokusho sōmokuroku v. 6, p. 14 (Tōkaidō bunken ezu, 5-jō; variants: Tōkaidō kōmoku bunken no zu, Tōkaidō bunken no zu; auth. Ochikochi Dōin cho, Hishikawa Moronobu ga, Genroku 3 [1690] kan).', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g7964tm.gct00271a', 'http://hdl.loc.gov/loc.gmd/g7964tm.gct00271b']","['Ochikochi Dōin, active 17th century.', 'Hishikawa, Moronobu, approximately 1618-approximately 1694.']",,"[Japan : s.n., 17--?]",['jpn'],"['Japan--Tokai Region', 'Japan--Kyōto Region', 'Tokai Region (Japan)', 'Kyoto Region (Japan)']","['Roads--Japan--Tokai Region--Maps', 'Roads--Japan--Kyōto Region--Maps', 'Tokai Region (Japan)--Maps', 'Kyoto Region (Japan)--Maps', 'Japan--Tokyo Region', 'Japan--Kyōto Region']",Tōkaidō bunken ezu,['G7964.T7P2 17-- .T6'],,"['Early maps', 'Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/2002531180', 'https://www.loc.gov/item/12722078']",
['京都大繪圖 /'],['cartographic'],['1 map ; 171 x 122 cm. fold. in cover 22 x 16 cm. fold. in case 23 x 16 cm.'],1741,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964k/ct011900.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964k/ct011900.gif#h=150&w=207', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7964:g7964k:ct011900/full/pct:12.5/0/default.jpg#h=1856&w=2563', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7964:g7964k:ct011900/full/pct:25/0/default.jpg#h=3713&w=5126']",,"['Scale not given.', 'Cover title.', 'Wood block print.', '""Jōkyō 3-nen [1686] kaihan.""', 'Relief shown pictorially.', 'Pictorial map.', 'Shows selected landowners and points of interest.', 'Includes text and distance chart.', 'Available also through the Library of Congress Web site as a raster image.', 'Vault', 'AACR2: 650/1; 651/2']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/g7964k.ct011900'],"['Hayashi, Yoshinaga.']",,"[Kyoto] : Hayashi Yoshinaga, Kanpō 1 [1741]",['jpn'],"['Japan--Kyoto', 'Kyoto (Japan)']","['Real property--Japan--Kyoto--Maps', 'Kyoto (Japan)--Maps', 'Japan--Kyoto']",Kyōto ōezu,['G7964.K98G46 1741 .H3'],,"['Early maps', 'Pictorial maps', 'Maps']","['https://www.loc.gov/item/80695489', 'https://www.loc.gov/item/5455682']",
